                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number 
                                     914                                     2944                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.2101676806190119E+010                  1.2742450226944051E+005                  4.4776150513259572E+003                  3.6221698324938167E+001                  1.0001014522884690E+001                  1.6482420381150266E+001                  0.0000000000000000E+000                  1.2524197594819297E-048                  9.8009808018294242E-001                  5.3532528173813125E-005                  9.6147226309071816E-003                  4.0714184048456000E-003                  2.0850244238752921E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  5.1153425480411951E-001                  9.9450716345808794E-004                  4.6748238119842656E-001                  2.2641049270424097E-003                  3.8481612483467773E-003                  7.7143444054774378E-003                  2.0850244238750566E-003                  2.4516536948895226E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999983820591176E-001                  9.9793838435763060E+000                  9.9999977745884128E-001                  9.9730283751683544E+000                  3.1653602428386419E+005                  6.5008185028843924E+004                  2.7607761265890533E+008                  3.6049537051772731E+001                  3.6049537051772731E+001                  8.3519124563510007E-017                  2.4690634404496650E+000                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.8189987597902528E+017                                  "15140" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                       engulfment_heating 
                                       1                  1.0000000000000000E+000                  1.0000440579342071E+000                  3.6510469660898028E+000                 -7.6968433897740089E+000                  3.7580232678331322E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                 -9.8999999999999986E+001 
                                       2                  9.9999999999949996E-001                  1.0000440528585119E+000                  3.6510477092158635E+000                 -7.6968381895446889E+000                  3.7580292122544070E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002                 -9.8999999999999986E+001 
                                       3                  9.9999999999824996E-001                  1.0000440401694251E+000                  3.6510493016434555E+000                 -7.6968270464834490E+000                  3.7580419500275015E+000                  7.0000000000000018E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                 -9.8999999999999986E+001 
                                       4                  9.9999999999574996E-001                  1.0000440147918965E+000                  3.6510515576260518E+000                 -7.6968112611593584E+000                  3.7580599945707767E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                 -9.8999999999999986E+001 
                                       5                  9.9999999999293754E-001                  1.0000439862432087E+000                  3.6510547426076747E+000                 -7.6967889773315141E+000                  3.7580854679505049E+000                  7.0000000000000007E-001                  2.8000000000000014E-001                  1.9999999999999796E-002                 -9.8999999999999986E+001 
                                       6                  9.9999999998824995E-001                  1.0000439386644935E+000                  3.6510600510944644E+000                 -7.6967518411065159E+000                  3.7581279202819742E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                 -9.8999999999999986E+001 
                                       7                  9.9999999998043743E-001                  1.0000438593733787E+000                  3.6510666871032487E+000                 -7.6967054264877692E+000                  3.7581809799001866E+000                  6.9999999872352980E-001                  2.8000000127647046E-001                  1.9999999999999796E-002                 -9.8999999999999986E+001 
                                       8                  9.9999999997262490E-001                  1.0000437800906947E+000                  3.6510779689208466E+000                 -7.6966265338356994E+000                  3.7582711664422637E+000                  6.9999998892257320E-001                  2.8000001107742695E-001                  1.9999999999999796E-002                 -9.8999999999999986E+001 
                                       9                  9.9999999995387501E-001                  1.0000435898466369E+000                  3.6510990423321590E+000                 -7.6964792489168259E+000                  3.7584395532315868E+000                  6.9999998452549816E-001                  2.8000001547450210E-001                  1.9999999999999796E-002                 -9.8999999999999986E+001 
